Fuel,Metering Arrangement,Charge Type,Payment Method,Region,Period,Cost Value
Electricity,Single-Rate,Unit Rate,SC,South Wales,January 2023 - March 2023,2288.31
Electricity,Single-Rate,Unit Rate,SC,South Wales,April 2023 - June 2023,1786.01
Electricity,Single-Rate,Unit Rate,SC,South Wales,July 2023 - September 2023,1149.88
Electricity,Single-Rate,Unit Rate,SC,South Wales,October 2023 - December 2023,1064.88
Electricity,Single-Rate,Unit Rate,SC,South Wales,January 2024 - March 2024,1103.98
Electricity,Single-Rate,Unit Rate,SC,South Wales,April 2024 - June 2024,1001.68
Electricity,Single-Rate,Unit Rate,SC,South Wales,July 2024 - September 2024,935.19
Electricity,Single-Rate,Unit Rate,SC,South Wales,October 2024 - December 2024,1005.1
Electricity,Single-Rate,Unit Rate,SC,South Wales,January 2025 - March 2025,1016.17
Electricity,Single-Rate,Unit Rate,SC,South Wales,April 2025 - June 2025,1057.22
Electricity,Single-Rate,Unit Rate,SC,South Wales,July 2025 - September 2025,1018.44
Electricity,Single-Rate,Unit Rate,SC,South Wales,October 2025 - December 2025,1042.68
Electricity,Single-Rate,Unit Rate,SC,South Wales,January 2026 - March 2026,975.47
Electricity,Single-Rate,Unit Rate,SC,South Wales,April 2026 - June 2026,906.03
Electricity,Single-Rate,Unit Rate,SC,South Wales,July 2026 - September 2026,892.04
Electricity,Multi-Register,Unit Rate,SC,North West,October 2022 - December 2022,2215.95
Electricity,Multi-Register,Unit Rate,SC,North West,January 2023 - March 2023,2969.9
Electricity,Multi-Register,Unit Rate,SC,North West,April 2023 - June 2023,2274.41
Electricity,Multi-Register,Unit Rate,SC,North West,July 2023 - September 2023,1402.64
Electricity,Multi-Register,Unit Rate,SC,North West,October 2023 - December 2023,1301.43
Electricity,Multi-Register,Unit Rate,SC,North West,January 2024 - March 2024,1356.96
Electricity,Multi-Register,Unit Rate,SC,North West,April 2024 - June 2024,1175.31
Electricity,Multi-Register,Unit Rate,SC,North West,July 2024 - September 2024,1083.7
Electricity,Multi-Register,Unit Rate,SC,North West,October 2024 - December 2024,1196.71
Electricity,Multi-Register,Unit Rate,SC,North West,January 2025 - March 2025,1216.73
Electricity,Multi-Register,Unit Rate,SC,North West,April 2025 - June 2025,1311.83
Electricity,Multi-Register,Unit Rate,SC,North West,July 2025 - September 2025,1263.02
Electricity,Multi-Register,Unit Rate,SC,North West,October 2025 - December 2025,1292.52
Electricity,Multi-Register,Unit Rate,SC,North West,January 2026 - March 2026,1266.1
Electricity,Multi-Register,Unit Rate,SC,North West,April 2026 - June 2026,1095.54
Electricity,Multi-Register,Unit Rate,SC,North West,July 2026 - September 2026,1026.24
Electricity,Multi-Register,Unit Rate,SC,Northern,October 2022 - December 2022,2194.84
Electricity,Multi-Register,Unit Rate,SC,Northern,January 2023 - March 2023,2938.29
Electricity,Multi-Register,Unit Rate,SC,Northern,April 2023 - June 2023,2266.81
Electricity,Multi-Register,Unit Rate,SC,Northern,July 2023 - September 2023,1401.57
Electricity,Multi-Register,Unit Rate,SC,Northern,October 2023 - December 2023,1300.22
Electricity,Multi-Register,Unit Rate,SC,Northern,January 2024 - March 2024,1355.67
Electricity,Multi-Register,Unit Rate,SC,Northern,April 2024 - June 2024,1204.11
Electricity,Multi-Register,Unit Rate,SC,Northern,July 2024 - September 2024,1112.82
Electricity,Multi-Register,Unit Rate,SC,Northern,October 2024 - December 2024,1204.65
Electricity,Multi-Register,Unit Rate,SC,Northern,January 2025 - March 2025,1223.97
Electricity,Multi-Register,Unit Rate,SC,Northern,April 2025 - June 2025,1285.08
Electricity,Multi-Register,Unit Rate,SC,Northern,July 2025 - September 2025,1237.31
Electricity,Multi-Register,Unit Rate,SC,Northern,October 2025 - December 2025,1267.03
Electricity,Multi-Register,Unit Rate,SC,Northern,January 2026 - March 2026,1244.11
Electricity,Multi-Register,Unit Rate,SC,Northern,April 2026 - June 2026,1128.3
Electricity,Multi-Register,Unit Rate,SC,Northern,July 2026 - September 2026,1062.32
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,October 2022 - December 2022,2224.29
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,January 2023 - March 2023,2983.54
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,April 2023 - June 2023,2282.52
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,July 2023 - September 2023,1398.45
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,October 2023 - December 2023,1295.42
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,January 2024 - March 2024,1352.42
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,April 2024 - June 2024,1192.33
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,July 2024 - September 2024,1098.51
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,October 2024 - December 2024,1205.08
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,January 2025 - March 2025,1225.6
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,April 2025 - June 2025,1281.04
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,July 2025 - September 2025,1230.48
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,October 2025 - December 2025,1261.45
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,January 2026 - March 2026,1239.92
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,April 2026 - June 2026,1132.95
Electricity,Multi-Register,Unit Rate,SC,Yorkshire,July 2026 - September 2026,1067.69
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,October 2022 - December 2022,2235.45
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,January 2023 - March 2023,2982.83
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,April 2023 - June 2023,2300.55
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,July 2023 - September 2023,1436.14
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,October 2023 - December 2023,1335.03
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,January 2024 - March 2024,1389.99
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,April 2024 - June 2024,1227.67
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,July 2024 - September 2024,1136.79
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,October 2024 - December 2024,1234.55
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,January 2025 - March 2025,1253.96
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,April 2025 - June 2025,1312.42
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,July 2025 - September 2025,1268.12
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,October 2025 - December 2025,1330.82
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,January 2026 - March 2026,1303.07
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,April 2026 - June 2026,1145.64
Electricity,Multi-Register,Unit Rate,SC,Northern Scotland,July 2026 - September 2026,1073.75
Electricity,Multi-Register,Unit Rate,SC,Southern,October 2022 - December 2022,2248.79
Electricity,Multi-Register,Unit Rate,SC,Southern,January 2023 - March 2023,3013.13
Electricity,Multi-Register,Unit Rate,SC,Southern,April 2023 - June 2023,2302.21
Electricity,Multi-Register,Unit Rate,SC,Southern,July 2023 - September 2023,1411.45
Electricity,Multi-Register,Unit Rate,SC,Southern,October 2023 - December 2023,1308.12
Electricity,Multi-Register,Unit Rate,SC,Southern,January 2024 - March 2024,1365.71
Electricity,Multi-Register,Unit Rate,SC,Southern,April 2024 - June 2024,1224.21
Electricity,Multi-Register,Unit Rate,SC,Southern,July 2024 - September 2024,1129.23
Electricity,Multi-Register,Unit Rate,SC,Southern,October 2024 - December 2024,1231.11
Electricity,Multi-Register,Unit Rate,SC,Southern,January 2025 - March 2025,1251.88
Electricity,Multi-Register,Unit Rate,SC,Southern,April 2025 - June 2025,1268.95
Electricity,Multi-Register,Unit Rate,SC,Southern,July 2025 - September 2025,1218.56
Electricity,Multi-Register,Unit Rate,SC,Southern,October 2025 - December 2025,1252.38
Electricity,Multi-Register,Unit Rate,SC,Southern,January 2026 - March 2026,1227.83
Electricity,Multi-Register,Unit Rate,SC,Southern,April 2026 - June 2026,1117.85
Electricity,Multi-Register,Unit Rate,SC,Southern,July 2026 - September 2026,1047.33
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,October 2022 - December 2022,2253.54
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,January 2023 - March 2023,3020.49
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,April 2023 - June 2023,2320.82
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,July 2023 - September 2023,1431.5
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,October 2023 - December 2023,1328.14
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,January 2024 - March 2024,1385.26
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,April 2024 - June 2024,1195.65
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,July 2024 - September 2024,1101.5
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,October 2024 - December 2024,1202.94
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,January 2025 - March 2025,1223.42
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,April 2025 - June 2025,1250.72
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,July 2025 - September 2025,1202.19
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,October 2025 - December 2025,1267.33
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,January 2026 - March 2026,1244.37
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,April 2026 - June 2026,1146.91
Electricity,Multi-Register,Unit Rate,SC,Southern Scotland,July 2026 - September 2026,1079.48
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,October 2022 - December 2022,2325.92
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,January 2023 - March 2023,3107.6
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,April 2023 - June 2023,2391.65
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,July 2023 - September 2023,1484.75
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,October 2023 - December 2023,1380.16
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,January 2024 - March 2024,1438.73
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,April 2024 - June 2024,1262.82
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,July 2024 - September 2024,1166.73
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,October 2024 - December 2024,1269.48
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,January 2025 - March 2025,1290.6
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,April 2025 - June 2025,1402.26
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,July 2025 - September 2025,1354.62
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,October 2025 - December 2025,1386.93
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,January 2026 - March 2026,1359.69
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,April 2026 - June 2026,1233.83
Electricity,Multi-Register,Unit Rate,SC,N Wales and Mersey,July 2026 - September 2026,1158.77
Electricity,Multi-Register,Unit Rate,SC,London,October 2022 - December 2022,2262.71
Electricity,Multi-Register,Unit Rate,SC,London,January 2023 - March 2023,3036.29
Electricity,Multi-Register,Unit Rate,SC,London,April 2023 - June 2023,2301.05
Electricity,Multi-Register,Unit Rate,SC,London,July 2023 - September 2023,1400.62
Electricity,Multi-Register,Unit Rate,SC,London,October 2023 - December 2023,1297.94
Electricity,Multi-Register,Unit Rate,SC,London,January 2024 - March 2024,1356.22
Electricity,Multi-Register,Unit Rate,SC,London,April 2024 - June 2024,1176.11
Electricity,Multi-Register,Unit Rate,SC,London,July 2024 - September 2024,1079.99
Electricity,Multi-Register,Unit Rate,SC,London,October 2024 - December 2024,1180.98
Electricity,Multi-Register,Unit Rate,SC,London,January 2025 - March 2025,1202.15
Electricity,Multi-Register,Unit Rate,SC,London,April 2025 - June 2025,1242.87
Electricity,Multi-Register,Unit Rate,SC,London,July 2025 - September 2025,1190.65
Electricity,Multi-Register,Unit Rate,SC,London,October 2025 - December 2025,1222.12
Electricity,Multi-Register,Unit Rate,SC,London,January 2026 - March 2026,1200.28
Electricity,Multi-Register,Unit Rate,SC,London,April 2026 - June 2026,1090.27
Electricity,Multi-Register,Unit Rate,SC,London,July 2026 - September 2026,1020.95
Electricity,Multi-Register,Unit Rate,SC,South East,October 2022 - December 2022,2275.95
Electricity,Multi-Register,Unit Rate,SC,South East,January 2023 - March 2023,3040.71
Electricity,Multi-Register,Unit Rate,SC,South East,April 2023 - June 2023,2313.38
Electricity,Multi-Register,Unit Rate,SC,South East,July 2023 - September 2023,1421.9
Electricity,Multi-Register,Unit Rate,SC,South East,October 2023 - December 2023,1318.91
Electricity,Multi-Register,Unit Rate,SC,South East,January 2024 - March 2024,1376.58
Electricity,Multi-Register,Unit Rate,SC,South East,April 2024 - June 2024,1221.87
Electricity,Multi-Register,Unit Rate,SC,South East,July 2024 - September 2024,1127.06
Electricity,Multi-Register,Unit Rate,SC,South East,October 2024 - December 2024,1229.07
Electricity,Multi-Register,Unit Rate,SC,South East,January 2025 - March 2025,1249.76
Electricity,Multi-Register,Unit Rate,SC,South East,April 2025 - June 2025,1295.52
Electricity,Multi-Register,Unit Rate,SC,South East,July 2025 - September 2025,1245.93
Electricity,Multi-Register,Unit Rate,SC,South East,October 2025 - December 2025,1277.66
Electricity,Multi-Register,Unit Rate,SC,South East,January 2026 - March 2026,1251.9
Electricity,Multi-Register,Unit Rate,SC,South East,April 2026 - June 2026,1142.06
Electricity,Multi-Register,Unit Rate,SC,South East,July 2026 - September 2026,1070.83
Electricity,Multi-Register,Unit Rate,SC,Eastern,October 2022 - December 2022,2253.72
Electricity,Multi-Register,Unit Rate,SC,Eastern,January 2023 - March 2023,3018.01
Electricity,Multi-Register,Unit Rate,SC,Eastern,April 2023 - June 2023,2294.3
Electricity,Multi-Register,Unit Rate,SC,Eastern,July 2023 - September 2023,1403.5
Electricity,Multi-Register,Unit Rate,SC,Eastern,October 2023 - December 2023,1300.57
Electricity,Multi-Register,Unit Rate,SC,Eastern,January 2024 - March 2024,1358.18
Electricity,Multi-Register,Unit Rate,SC,Eastern,April 2024 - June 2024,1196.02
Electricity,Multi-Register,Unit Rate,SC,Eastern,July 2024 - September 2024,1100.83
Electricity,Multi-Register,Unit Rate,SC,Eastern,October 2024 - December 2024,1202.99
Electricity,Multi-Register,Unit Rate,SC,Eastern,January 2025 - March 2025,1223.85
Electricity,Multi-Register,Unit Rate,SC,Eastern,April 2025 - June 2025,1285.77
Electricity,Multi-Register,Unit Rate,SC,Eastern,July 2025 - September 2025,1235.45
Electricity,Multi-Register,Unit Rate,SC,Eastern,October 2025 - December 2025,1267.03
Electricity,Multi-Register,Unit Rate,SC,Eastern,January 2026 - March 2026,1242.39
Electricity,Multi-Register,Unit Rate,SC,Eastern,April 2026 - June 2026,1131.59
Electricity,Multi-Register,Unit Rate,SC,Eastern,July 2026 - September 2026,1061.51
Electricity,Multi-Register,Unit Rate,SC,East Midlands,October 2022 - December 2022,2209.59
Electricity,Multi-Register,Unit Rate,SC,East Midlands,January 2023 - March 2023,2961.14
Electricity,Multi-Register,Unit Rate,SC,East Midlands,April 2023 - June 2023,2264.16
Electricity,Multi-Register,Unit Rate,SC,East Midlands,July 2023 - September 2023,1386.47
Electricity,Multi-Register,Unit Rate,SC,East Midlands,October 2023 - December 2023,1284.18
Electricity,Multi-Register,Unit Rate,SC,East Midlands,January 2024 - March 2024,1340.87
Electricity,Multi-Register,Unit Rate,SC,East Midlands,April 2024 - June 2024,1165.53
Electricity,Multi-Register,Unit Rate,SC,East Midlands,July 2024 - September 2024,1072.11
Electricity,Multi-Register,Unit Rate,SC,East Midlands,October 2024 - December 2024,1172.24
Electricity,Multi-Register,Unit Rate,SC,East Midlands,January 2025 - March 2025,1192.49
Electricity,Multi-Register,Unit Rate,SC,East Midlands,April 2025 - June 2025,1252.16
Electricity,Multi-Register,Unit Rate,SC,East Midlands,July 2025 - September 2025,1202
Electricity,Multi-Register,Unit Rate,SC,East Midlands,October 2025 - December 2025,1232.86
Electricity,Multi-Register,Unit Rate,SC,East Midlands,January 2026 - March 2026,1210.16
Electricity,Multi-Register,Unit Rate,SC,East Midlands,April 2026 - June 2026,1085.72
Electricity,Multi-Register,Unit Rate,SC,East Midlands,July 2026 - September 2026,1020.58
Electricity,Multi-Register,Unit Rate,SC,Midlands,October 2022 - December 2022,2250.72
Electricity,Multi-Register,Unit Rate,SC,Midlands,January 2023 - March 2023,3017.16
Electricity,Multi-Register,Unit Rate,SC,Midlands,April 2023 - June 2023,2294.54
Electricity,Multi-Register,Unit Rate,SC,Midlands,July 2023 - September 2023,1404.86
Electricity,Multi-Register,Unit Rate,SC,Midlands,October 2023 - December 2023,1301.58
Electricity,Multi-Register,Unit Rate,SC,Midlands,January 2024 - March 2024,1358.8
Electricity,Multi-Register,Unit Rate,SC,Midlands,April 2024 - June 2024,1192.77
Electricity,Multi-Register,Unit Rate,SC,Midlands,July 2024 - September 2024,1098.25
Electricity,Multi-Register,Unit Rate,SC,Midlands,October 2024 - December 2024,1199.68
Electricity,Multi-Register,Unit Rate,SC,Midlands,January 2025 - March 2025,1220.31
Electricity,Multi-Register,Unit Rate,SC,Midlands,April 2025 - June 2025,1270.11
Electricity,Multi-Register,Unit Rate,SC,Midlands,July 2025 - September 2025,1219.86
Electricity,Multi-Register,Unit Rate,SC,Midlands,October 2025 - December 2025,1251.02
Electricity,Multi-Register,Unit Rate,SC,Midlands,January 2026 - March 2026,1228.34
Electricity,Multi-Register,Unit Rate,SC,Midlands,April 2026 - June 2026,1116.78
Electricity,Multi-Register,Unit Rate,SC,Midlands,July 2026 - September 2026,1050.96
Electricity,Multi-Register,Unit Rate,SC,Southern Western,October 2022 - December 2022,2263.6
Electricity,Multi-Register,Unit Rate,SC,Southern Western,January 2023 - March 2023,3018.34
Electricity,Multi-Register,Unit Rate,SC,Southern Western,April 2023 - June 2023,2302.86
Electricity,Multi-Register,Unit Rate,SC,Southern Western,July 2023 - September 2023,1427.45
Electricity,Multi-Register,Unit Rate,SC,Southern Western,October 2023 - December 2023,1325.54
